OID_,FID_Garage_Points_buffered,OID1,CIT_CODE,FAC_CODE,LotName,AggieMap,Name,LotType,ORIG_FID,X,Y,BUFF_DIST,FID_Buildings,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,319, ,,No,UNIVERSITY,,,,,,,,, |  | ,9.809901225623744,5.999347995500312
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,322, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.520741587213678,19.273591495708658
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,322, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.520741587213678,19.273591495708658
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,591,1191,,No,ACADEMIC,1191,,Floriculture Growing Facility,1979,01,561 Floriculture Rd,College Station,77843,Floriculture Growing Facility |  | 1191,25.259403363913343,21.187302269743448
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,591,1191,,No,ACADEMIC,1191,,Floriculture Growing Facility,1979,01,561 Floriculture Rd,College Station,77843,Floriculture Growing Facility |  | 1191,25.259403363913343,21.187302269743448
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,592,1190,,No,ACADEMIC,1190,,Floriculture Research Greenhouse,1979,01,555 Floriculture Rd,College Station,77843,Floriculture Research Greenhouse |  | 1190,51.295482392996099,157.632610361477447
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,592,1190,,No,ACADEMIC,1190,,Floriculture Research Greenhouse,1979,01,555 Floriculture Rd,College Station,77843,Floriculture Research Greenhouse |  | 1190,51.295482392996099,157.632610361477447
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,594,0389,,No,UNIVERSITY,0389,,Grounds Maintenance Potting Shed,1986,01,538 College Av,College Station,77843,Grounds Maintenance Potting Shed |  | 0389,35.126772089555487,60.662593008252202
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,594,0389,,No,UNIVERSITY,0389,,Grounds Maintenance Potting Shed,1986,01,538 College Av,College Station,77843,Grounds Maintenance Potting Shed |  | 0389,35.126772089555487,60.662593008252202
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,595,3199,,No,ACADEMIC,3199,,Becky Gates Children's Center,1998,01,1125 Hensel Dr,College Station,77843,Becky Gates Children's Center |  | 3199,210.408141243680916,1298.953264311556040
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,595,3199,,No,ACADEMIC,3199,,Becky Gates Children's Center,1998,01,1125 Hensel Dr,College Station,77843,Becky Gates Children's Center |  | 3199,210.408141243680916,1298.953264311556040
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,596,0728,,No,UNIVERSITY,0728,,Grounds Maintenance Greenhouse 5,1976,01,520 College Av,College Station,77843,Grounds Maintenance Greenhouse 5 |  | 0728,78.345063744302053,285.844955988632762
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,596,0728,,No,UNIVERSITY,0728,,Grounds Maintenance Greenhouse 5,1976,01,520 College Av,College Station,77843,Grounds Maintenance Greenhouse 5 |  | 0728,78.345063744302053,285.844955988632762
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,597,0726,,No,UNIVERSITY,0726,,Grounds Maintenance Greenhouse 4,1976,01,522 College Av,College Station,77843,Grounds Maintenance Greenhouse 4 |  | 0726,77.808706851286331,275.700422505437757
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,597,0726,,No,UNIVERSITY,0726,,Grounds Maintenance Greenhouse 4,1976,01,522 College Av,College Station,77843,Grounds Maintenance Greenhouse 4 |  | 0726,77.808706851286331,275.700422505437757
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,598,0831,,No,UNIVERSITY,0831,,Grounds Maintenance Greenhouse,1969,01,524 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0831,83.180721777782395,317.748365993483390
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,598,0831,,No,UNIVERSITY,0831,,Grounds Maintenance Greenhouse,1969,01,524 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0831,83.180721777782395,317.748365993483390
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,599,0733,,No,UNIVERSITY,0733,,Grounds Maintenance Greenhouse,1975,01,526 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0733,77.819462032358146,275.716426001922230
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,599,0733,,No,UNIVERSITY,0733,,Grounds Maintenance Greenhouse,1975,01,526 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0733,77.819462032358146,275.716426001922230
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,600,0742,,No,UNIVERSITY,0742,,Grounds Maintenance Storage,1970,01,510 College Av,College Station,77843,Grounds Maintenance Storage |  | 0742,112.526670153193010,358.913093610764918
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,600,0742,,No,UNIVERSITY,0742,,Grounds Maintenance Storage,1970,01,510 College Av,College Station,77843,Grounds Maintenance Storage |  | 0742,112.526670153193010,358.913093610764918
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,601,0829,,No,UNIVERSITY,0829,,Grounds Maintenance Office Shop/Stor,1947,02,512 College Av,College Station,77843,Grounds Maintenance Office Shop/Stor |  | 0829,102.415671659655288,361.560679479893849
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,601,0829,,No,UNIVERSITY,0829,,Grounds Maintenance Office Shop/Stor,1947,02,512 College Av,College Station,77843,Grounds Maintenance Office Shop/Stor |  | 0829,102.415671659655288,361.560679479893849
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,602,0828,,No,UNIVERSITY,0828,,Grounds Shop Warehouse,1947,02,514 College Av,College Station,77843,Grounds Shop Warehouse |  | 0828,138.571142061807961,1116.039268422977557
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,602,0828,,No,UNIVERSITY,0828,,Grounds Shop Warehouse,1947,02,514 College Av,College Station,77843,Grounds Shop Warehouse |  | 0828,138.571142061807961,1116.039268422977557
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,603,0732,,No,UNIVERSITY,0732,,Grounds Maintenance Greenhouse,1975,01,528 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0732,77.819462032366474,275.716425989883930
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,603,0732,,No,UNIVERSITY,0732,,Grounds Maintenance Greenhouse,1975,01,528 College Av,College Station,77843,Grounds Maintenance Greenhouse |  | 0732,77.819462032366474,275.716425989883930
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,604,3198,UACC,No,HOUSING TAMU,3198,UACC,University Apartments Community Center,2001,01,250 Calvin Moore Av,College Station,77843,University Apartments Community Center | UACC | 3198,208.880169658292033,1649.356737903352723
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.343410000000006,30.619240000000001,1500.000000000000000,604,3198,UACC,No,HOUSING TAMU,3198,UACC,University Apartments Community Center,2001,01,250 Calvin Moore Av,College Station,77843,University Apartments Community Center | UACC | 3198,208.880169658292033,1649.356737903352723
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.337770000000006,30.616499999999998,1500.000000000000000,605, ,,No,UNIVERSITY,,,,,,,,, |  | ,50.359960926205019,130.879517018865329
